participant,level,obj,x,y,success
6693df690cbd52bc4cbf870d,Basic_1,142.0,182.0,obj3,0
6693df690cbd52bc4cbf870d,Basic_1,172.0,192.0,obj2,0
6693df690cbd52bc4cbf870d,Basic_1,152.0,188.0,obj3,0
6693df690cbd52bc4cbf870d,Basic_1,218.0,218.0,obj1,0
6693df690cbd52bc4cbf870d,Basic_1,178.0,191.0,obj1,1
6693df690cbd52bc4cbf870d,Basic_2,402.0,236.0,obj3,1
6693df690cbd52bc4cbf870d,Comp_GapCatapult,490.0,526.0,obj1,0
6693df690cbd52bc4cbf870d,Comp_GapCatapult,481.0,541.0,obj2,0
6693df690cbd52bc4cbf870d,Comp_GapCatapult,489.0,545.0,obj3,0
6693df690cbd52bc4cbf870d,Comp_SoCloseLaunch,358.0,434.0,obj2,0
6693df690cbd52bc4cbf870d,Comp_SoCloseLaunch,429.0,432.0,obj3,0
6693df690cbd52bc4cbf870d,Comp_SoCloseLaunch,427.0,424.0,obj3,0
6693df690cbd52bc4cbf870d,Comp_UnboxSlope,371.0,418.0,obj2,0
6693df690cbd52bc4cbf870d,Comp_UnboxSlope,407.0,396.0,obj3,0
6693df690cbd52bc4cbf870d,Comp_UnboxSlope,426.0,449.0,obj1,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_0,185.0,234.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_0,99.0,246.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_0,149.0,232.0,obj1,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_1,127.0,187.0,obj3,1
6693df690cbd52bc4cbf870d,Mech_Launch_v2_2,419.0,400.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_2,416.0,400.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_2,540.0,406.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_3,226.0,295.0,obj3,1
6693df690cbd52bc4cbf870d,Mech_Launch_v2_4,400.0,265.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_4,398.0,273.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_Launch_v2_4,389.0,278.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_SoClose_0,46.0,495.0,obj1,0
6693df690cbd52bc4cbf870d,Mech_SoClose_0,62.0,503.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_SoClose_0,26.0,506.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_SoClose_1,508.0,422.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_SoClose_1,481.0,392.0,obj1,0
6693df690cbd52bc4cbf870d,Mech_SoClose_1,443.0,394.0,obj1,0
6693df690cbd52bc4cbf870d,Mech_SoClose_2,115.0,473.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_SoClose_2,132.0,480.0,obj3,1
6693df690cbd52bc4cbf870d,Mech_SoClose_3,136.0,362.0,obj1,1
6693df690cbd52bc4cbf870d,Mech_SoClose_4,501.0,434.0,obj2,0
6693df690cbd52bc4cbf870d,Mech_SoClose_4,516.0,429.0,obj3,0
6693df690cbd52bc4cbf870d,Mech_SoClose_4,516.0,404.0,obj1,0
6693df690cbd52bc4cbf870d,Playground,247.0,156.0,obj3,0
6693df690cbd52bc4cbf870d,Playground,456.0,84.0,obj3,0
6693df690cbd52bc4cbf870d,Playground,450.0,65.0,obj2,0
6693df690cbd52bc4cbf870d,Playground,68.0,442.0,obj1,0
6693df690cbd52bc4cbf870d,Playground,208.0,156.0,obj3,0
null,Comp_GapCatapult,488.0,577.0,obj2,0
null,Comp_GapCatapult,330.0,574.0,obj2,0
null,Comp_GapCatapult,147.0,412.0,obj2,1
null,Comp_SoCloseLaunch,165.0,297.0,obj3,0
null,Comp_SoCloseLaunch,251.0,265.0,obj2,0
null,Comp_SoCloseLaunch,260.0,275.0,obj3,1
null,Comp_UnboxSlope,401.0,328.0,obj1,0
null,Comp_UnboxSlope,299.0,415.0,obj2,1
null,Mech_Launch_v2_0,78.0,571.0,obj1,1
null,Mech_Launch_v2_1,134.0,568.0,obj3,1
null,Mech_Launch_v2_3,134.0,399.0,obj1,1
null,Mech_Launch_v2_4,479.0,564.0,obj1,1
null,Mech_SoClose_0,51.0,482.0,obj3,1
null,Mech_SoClose_1,472.0,395.0,obj2,1
null,Mech_SoClose_2,149.0,450.0,obj2,0
null,Mech_SoClose_2,158.0,463.0,obj2,0
null,Mech_SoClose_2,148.0,464.0,obj1,1
null,Mech_SoClose_3,168.0,367.0,obj1,1
null,Playground,542.0,216.0,obj1,0
null,Playground,545.0,424.0,obj1,0
null,Playground,539.0,123.0,obj1,0
null,Playground,147.0,557.0,obj3,0
