participant,level,obj,x,y,success
612cd2f05da3662ad2de5b36,Basic_1,172.746,192.254,obj2,0
612cd2f05da3662ad2de5b36,Basic_1,153.746,178.254,obj3,0
612cd2f05da3662ad2de5b36,Basic_1,207.746,220.254,obj2,0
612cd2f05da3662ad2de5b36,Basic_1,192.746,219.254,obj2,1
612cd2f05da3662ad2de5b36,Basic_2,560.746,500.254,obj2,0
612cd2f05da3662ad2de5b36,Basic_2,408.746,238.254,obj2,0
612cd2f05da3662ad2de5b36,Basic_2,404.746,232.254,obj3,1
612cd2f05da3662ad2de5b36,Comp_GapCatapult,272.746,91.2535,obj3,0
612cd2f05da3662ad2de5b36,Comp_GapCatapult,282.746,78.2535,obj3,0
612cd2f05da3662ad2de5b36,Comp_GapCatapult,281.746,93.2535,obj1,0
612cd2f05da3662ad2de5b36,Comp_SoCloseLaunch,218.746,250.254,obj2,0
612cd2f05da3662ad2de5b36,Comp_SoCloseLaunch,263.746,264.254,obj3,1
612cd2f05da3662ad2de5b36,Comp_UnboxSlope,466.746,371.254,obj1,0
612cd2f05da3662ad2de5b36,Comp_UnboxSlope,299.746,403.254,obj3,0
612cd2f05da3662ad2de5b36,Comp_UnboxSlope,316.746,397.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_Launch_v2_3,118.746,301.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_Launch_v2_3,129.746,342.254,obj3,1
612cd2f05da3662ad2de5b36,Mech_SoClose_0,64.7465,467.254,obj3,0
612cd2f05da3662ad2de5b36,Mech_SoClose_0,37.7465,490.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_SoClose_0,34.7465,492.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_SoClose_2,155.746,442.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_SoClose_2,188.746,436.254,obj1,0
612cd2f05da3662ad2de5b36,Mech_SoClose_2,172.746,434.254,obj2,0
612cd2f05da3662ad2de5b36,Mech_SoClose_4,508.746,459.254,obj2,0
612cd2f05da3662ad2de5b36,Mech_SoClose_4,508.746,483.254,obj3,0
612cd2f05da3662ad2de5b36,Mech_SoClose_4,366.746,347.254,obj1,0
612cd2f05da3662ad2de5b36,Playground,363.746,455.254,obj3,0
612cd2f05da3662ad2de5b36,Playground,360.746,427.254,obj2,0
6163e7ee880bf30dff9bb9ae,Basic_1,499.0,101.0,obj2,0
6163e7ee880bf30dff9bb9ae,Basic_1,175.0,184.0,obj1,1
6163e7ee880bf30dff9bb9ae,Basic_2,401.0,233.0,obj3,1
6163e7ee880bf30dff9bb9ae,Comp_GapCatapult,486.0,565.0,obj2,0
6163e7ee880bf30dff9bb9ae,Comp_GapCatapult,285.0,79.0,obj3,0
6163e7ee880bf30dff9bb9ae,Comp_GapCatapult,213.0,463.0,obj2,0
6163e7ee880bf30dff9bb9ae,Comp_SoCloseLaunch,262.0,273.0,obj2,0
6163e7ee880bf30dff9bb9ae,Comp_SoCloseLaunch,155.0,290.0,obj3,0
6163e7ee880bf30dff9bb9ae,Comp_SoCloseLaunch,170.0,288.0,obj3,0
6163e7ee880bf30dff9bb9ae,Comp_UnboxSlope,474.0,322.0,obj1,0
6163e7ee880bf30dff9bb9ae,Comp_UnboxSlope,405.0,322.0,obj1,0
6163e7ee880bf30dff9bb9ae,Comp_UnboxSlope,371.0,324.0,obj1,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_0,75.0,245.0,obj3,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_0,109.0,288.0,obj2,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_0,58.0,226.0,obj1,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_1,129.0,245.0,obj2,1
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_2,548.0,430.0,obj1,1
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_3,107.0,314.0,obj3,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_3,110.0,354.0,obj2,1
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_4,510.0,276.0,obj1,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_4,508.0,338.0,obj3,0
6163e7ee880bf30dff9bb9ae,Mech_Launch_v2_4,487.0,306.0,obj2,0
6163e7ee880bf30dff9bb9ae,Mech_SoClose_0,50.0,483.0,obj3,1
6163e7ee880bf30dff9bb9ae,Mech_SoClose_1,459.0,364.0,obj2,0
6163e7ee880bf30dff9bb9ae,Mech_SoClose_1,503.0,376.0,obj1,0
6163e7ee880bf30dff9bb9ae,Mech_SoClose_1,466.0,362.0,obj2,1
6163e7ee880bf30dff9bb9ae,Mech_SoClose_2,164.0,440.0,obj1,1
6163e7ee880bf30dff9bb9ae,Mech_SoClose_3,175.0,324.0,obj1,1
6163e7ee880bf30dff9bb9ae,Mech_SoClose_4,467.0,366.0,obj1,1
6163e7ee880bf30dff9bb9ae,Playground,350.0,89.0,obj3,0
6163e7ee880bf30dff9bb9ae,Playground,381.0,23.0,obj3,0
6163e7ee880bf30dff9bb9ae,Playground,541.0,26.0,obj3,0
6163e7ee880bf30dff9bb9ae,Playground,400.0,97.0,obj2,0
6163e7ee880bf30dff9bb9ae,Playground,555.0,418.0,obj1,0
64edecfa8dbca08694dca7c3,Basic_1,186.0,207.0,obj1,1
64edecfa8dbca08694dca7c3,Basic_2,402.0,238.0,obj2,0
64edecfa8dbca08694dca7c3,Basic_2,399.0,230.0,obj1,0
64edecfa8dbca08694dca7c3,Basic_2,402.0,236.0,obj3,1
64edecfa8dbca08694dca7c3,Comp_GapCatapult,490.0,546.0,obj2,0
64edecfa8dbca08694dca7c3,Comp_GapCatapult,191.0,475.0,obj3,0
64edecfa8dbca08694dca7c3,Comp_GapCatapult,504.0,556.0,obj3,0
64edecfa8dbca08694dca7c3,Comp_SoCloseLaunch,158.0,296.0,obj3,0
64edecfa8dbca08694dca7c3,Comp_SoCloseLaunch,270.0,276.0,obj3,1
64edecfa8dbca08694dca7c3,Comp_UnboxSlope,390.0,326.0,obj1,0
64edecfa8dbca08694dca7c3,Comp_UnboxSlope,316.0,425.0,obj2,0
64edecfa8dbca08694dca7c3,Comp_UnboxSlope,293.0,420.0,obj1,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_0,81.0,276.0,obj1,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_0,62.0,267.0,obj2,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_0,42.0,260.0,obj3,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_1,139.0,218.0,obj3,1
64edecfa8dbca08694dca7c3,Mech_Launch_v2_2,517.0,445.0,obj3,1
64edecfa8dbca08694dca7c3,Mech_Launch_v2_3,128.0,320.0,obj1,1
64edecfa8dbca08694dca7c3,Mech_Launch_v2_4,408.0,284.0,obj1,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_4,315.0,194.0,obj3,0
64edecfa8dbca08694dca7c3,Mech_Launch_v2_4,490.0,307.0,obj1,0
64edecfa8dbca08694dca7c3,Mech_SoClose_0,58.0,484.0,obj3,1
64edecfa8dbca08694dca7c3,Mech_SoClose_1,464.0,365.0,obj2,1
64edecfa8dbca08694dca7c3,Mech_SoClose_2,168.0,432.0,obj1,1
64edecfa8dbca08694dca7c3,Mech_SoClose_3,174.0,323.0,obj1,1
64edecfa8dbca08694dca7c3,Mech_SoClose_4,470.0,376.0,obj3,0
64edecfa8dbca08694dca7c3,Mech_SoClose_4,466.0,365.0,obj1,1
64edecfa8dbca08694dca7c3,Playground,335.0,192.0,obj1,0
64edecfa8dbca08694dca7c3,Playground,234.0,400.0,obj2,0
64edecfa8dbca08694dca7c3,Playground,569.0,371.0,obj2,0
64edecfa8dbca08694dca7c3,Playground,523.0,193.0,obj1,0
67641ce35027efc2a97d1457,Basic_2,407.4,253.6,obj2,0
67641ce35027efc2a97d1457,Basic_2,395.4,237.6,obj2,0
67641ce35027efc2a97d1457,Basic_2,402.4,248.6,obj3,1
67641ce35027efc2a97d1457,Playground,529.4,40.6,obj2,0
67641ce35027efc2a97d1457,Playground,494.4,37.6,obj2,0
